mjd	field
62789.08333316246	XMM-LSS
62791.16666649567	XMM-LSS
62797.20833316199	XMM-LSS
62804.20833316158	XMM-LSS
62810.29166649456	XMM-LSS
62810.29166649456	XMM-LSS
62817.16666649416	XMM-LSS
62819.12499982738	XMM-LSS
62825.12499982703	XMM-LSS
62832.08333315996	XMM-LSS
62838.166666492936	XMM-LSS
62845.0833331592	XMM-LSS
62850.08333315891	XMM-LSS
62855.16666649195	XMM-LSS
62861.08333315827	XMM-LSS
62866.12499982464	XMM-LSS
62873.08333315757	XMM-LSS
62880.08333315716	XMM-LSS
62885.124999823536	XMM-LSS
62890.08333315658	XMM-LSS
63067.41666647959	XMM-LSS
63072.37499981264	XMM-LSS
63077.33333314568	XMM-LSS
63082.41666647872	XMM-LSS
63089.29166647832	XMM-LSS
63095.3749998113	XMM-LSS
63101.37499981095	XMM-LSS
63107.29166647727	XMM-LSS
63107.29166647727	XMM-LSS
63109.37499981048	XMM-LSS
63116.29166647675	XMM-LSS
63123.333333143004	XMM-LSS
63129.29166647599	XMM-LSS
63136.24999980892	XMM-LSS
63138.29166647547	XMM-LSS
63145.1249998084	XMM-LSS
63152.20833314132	XMM-LSS
63158.208333140974	XMM-LSS
63165.33333314056	XMM-LSS
63166.20833314051	XMM-LSS
63179.20833313975	XMM-LSS
63186.124999806016	XMM-LSS
63193.2499998056	XMM-LSS
63193.2499998056	XMM-LSS
63200.08333313854	XMM-LSS
63203.16666647169	XMM-LSS
63209.12499980468	XMM-LSS
63215.12499980433	XMM-LSS
63221.12499980398	XMM-LSS
63221.12499980398	XMM-LSS
63228.08333313691	XMM-LSS
63235.0833331365	XMM-LSS
63242.124999802756	XMM-LSS
63249.083333135684	XMM-LSS
63424.41666645881	XMM-LSS
63431.416666458405	XMM-LSS
63431.416666458405	XMM-LSS
63437.416666458055	XMM-LSS
63444.33333312432	XMM-LSS
63450.4166664573	XMM-LSS
63455.24999979035	XMM-LSS
63460.37499979005	XMM-LSS
63464.37499978982	XMM-LSS
63471.29166645608	XMM-LSS
63478.33333312234	XMM-LSS
63484.33333312199	XMM-LSS
63491.29166645492	XMM-LSS
63491.29166645492	XMM-LSS
63493.37499978813	XMM-LSS
63500.1666664544	XMM-LSS
